relative_path,physical_filename,sha256,file_size,file_type,declared_title,declared_filename,declared_version,declared_date,declared_owner,declared_status,duplicate_of,filename_mismatch
docs/source/inbox/kitluy-canonical-business-rules-v1.0.0-manifest.json,kitluy-canonical-business-rules-v1.0.0-manifest.json,06e1cd0c7cab9ab9d4dd7eb04bcea0c5728a39d76ca4d6892ecf36b3d322f226,2405,application/json,,,1.0.0,,,,,
docs/source/inbox/kitluy-chain-pwa-portal-route-screen-inventory-v1.0.0.md,kitluy-chain-pwa-portal-route-screen-inventory-v1.0.0.md,7dd27d8ab1c51618e576559c3205001ebdff0701fcd8fd89bb3ad16f7e20758e,98689,text/markdown,KitLuy Chain PWA Portal Route and Screen Inventory,kitluy-chain-pwa-portal-route-screen-inventory-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,,
docs/source/inbox/kitluy-commerce-store-api-v1.0.0.md,kitluy-commerce-store-api-v1.0.0.md,26a9648787442bfd72ed7554ae5120c24dd1928a6216c91ef36d792e1f175293,33389,text/markdown,KitLuy Commerce Store API — Canonical Contract,kitluy-commerce-store-api-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Owner-requested canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-component-inventory-v1.0.0.md,kitluy-component-inventory-v1.0.0.md,e12a5fb6d2f1d0488cd8d453c202b0713356ddf6707b8358fb6a42f5960b14ac,13812,text/markdown,KitLuy Shared Component Inventory,kitluy-component-inventory-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target standard; not implementation evidence,,
docs/source/inbox/kitluy-configuration-publication-and-rollback-v1.0.0.md,kitluy-configuration-publication-and-rollback-v1.0.0.md,abde9f049e7afca5843155a47f85c14ddea76f1d4d08f809462b295cd56b5414,35260,text/markdown,KitLuy Configuration Publication and Rollback Rules,kitluy-configuration-publication-and-rollback-v1.0.0.md,1.0.0,,,,,
docs/source/inbox/kitluy-configuration-snapshot-contract-v1.0.0.md,kitluy-configuration-snapshot-contract-v1.0.0.md,701e29559946b644fc9d05bbf2431ce7c38e751b936bceaf936a0a2ff430d209,13583,text/markdown,KitLuy Configuration Snapshot Contract,kitluy-configuration-snapshot-contract-v1.0.0.md,1.0.0,,,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-connector-api-v1.0.0.md,kitluy-connector-api-v1.0.0.md,3928b56d93f04ec154087949d322f8969c42886fc4f26241f2a207b28d33884e,33604,text/markdown,KitLuy Connector API — Canonical Contract,kitluy-connector-api-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Owner-requested canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-connector-runtime-phase1-spec-v1.0.0.md,kitluy-connector-runtime-phase1-spec-v1.0.0.md,560636f2852b069b4f7779cba7b0e33b21bc7744d289b3a874313a066a191636,37168,text/markdown,KitLuy Connector Runtime — Phase 1 Shared-Service Specification,kitluy-connector-runtime-phase1-spec-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,,
docs/source/inbox/kitluy-core-business-rules-v1.0.0.md,kitluy-core-business-rules-v1.0.0.md,efb26857b994697366f2146bff4945d40f587cba88bf0566b33cc6c6d514b1a7,43334,text/markdown,KitLuy Core Business Rules,kitluy-core-business-rules-v1.0.0.md,1.0.0,,,,,
docs/source/inbox/kitluy-customer-identity-consent-and-privacy-v1.0.0.md,kitluy-customer-identity-consent-and-privacy-v1.0.0.md,ab1f6d1efd30d185e24f3d4f6516eddef2b364517026f24531b77268d8fe18c5,33331,text/markdown,"KitLuy Customer Identity, Consent and Privacy Rules",kitluy-customer-identity-consent-and-privacy-v1.0.0.md,1.0.0,,,,,
docs/source/inbox/kitluy-date-time-money-formatting-standard-v1.0.0.md,kitluy-date-time-money-formatting-standard-v1.0.0.md,4c306445a778f1f28914b42bc601de9793f66b219e9bc83034b73bf6eefecc98,7121,text/markdown,"KitLuy Date, Time and Money Formatting Standard",kitluy-date-time-money-formatting-standard-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target standard; not implementation evidence,,
docs/source/inbox/kitluy-decision-and-reconciliation-register-v1.0.0.md,kitluy-decision-and-reconciliation-register-v1.0.0.md,babc489f3e3c32db10a370de014ed0fbad84a289b086b68504553025f68fc971,14645,text/markdown,KitLuy Decision and Reconciliation Register,kitluy-decision-and-reconciliation-register-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,CANONICAL DECISION AND CONFLICT REGISTER,,
docs/source/inbox/kitluy-design-system-v1.0.0.md,kitluy-design-system-v1.0.0.md,f0e9ee4b85ea4b63c0b90cfb99b235c9dfb01a41f1b6c126400a932b9ced33c8,12682,text/markdown,KitLuy Shared Design System,kitluy-design-system-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target standard; not implementation evidence,,
docs/source/inbox/kitluy-design-token-registry-v1.0.0.json,kitluy-design-token-registry-v1.0.0.json,88d9f1e853eb918a750a772475d14b7a5a2642f3fca0f5c3d51ac895f49d2714,10951,application/json,,,1.0.0,,,,,
docs/source/inbox/kitluy-device-certificate-and-trust-policy-v1.0.0.md,kitluy-device-certificate-and-trust-policy-v1.0.0.md,dec87c2bc071c556a924172a8a9ff0f989d488d4adbf81a0995e9c6970dbeb99,12053,text/markdown,KitLuy Device Certificate and Trust Policy,kitluy-device-certificate-and-trust-policy-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-device-discovery-and-pairing-protocol-v1.0.0.md,kitluy-device-discovery-and-pairing-protocol-v1.0.0.md,a7a95969d52101bf3f79689f1c8c73504dd727667c73ecb53949db117907637b,11598,text/markdown,KitLuy Device Discovery and Pairing Protocol,kitluy-device-discovery-and-pairing-protocol-v1.0.0.md,1.0.0,,,Canonical target protocol; not implementation evidence,,
docs/source/inbox/kitluy-device-release-and-update-service-phase1-spec-v1.0.0.md,kitluy-device-release-and-update-service-phase1-spec-v1.0.0.md,4c5d25f5cdd4393b96e1240834803c473759e68614a7bf7cdd5d426d0912cb33,38957,text/markdown,KitLuy Device Release and Update Service — Phase 1 Shared-Service Specification,kitluy-device-release-and-update-service-phase1-spec-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,,
docs/source/inbox/kitluy-domain-event-registry-v1.0.0.md,kitluy-domain-event-registry-v1.0.0.md,d136ce2dfc714175b1fe18a9b7d301e1a1d7c0257b34fa7518e08a70057410ff,61774,text/markdown,KitLuy Domain Event Registry,kitluy-domain-event-registry-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-durable-job-registry-v1.0.0.md,kitluy-durable-job-registry-v1.0.0.md,042e9f07347df2e4a978df2e4bcd00c0a6e549cf9a6d70e85e02c02b106041eb,19924,text/markdown,KitLuy Durable Job Registry,kitluy-durable-job-registry-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-edge-operations-api-v1.0.0.md,kitluy-edge-operations-api-v1.0.0.md,d12d49b55c4fd1266f3652dbab0a553904fcc6dc3e331a6f0ee9d661e490e021,34572,text/markdown,KitLuy Edge Operations API — Canonical Contract,kitluy-edge-operations-api-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Owner-requested canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-edge-sync-protocol-v1.0.0.md,kitluy-edge-sync-protocol-v1.0.0.md,0bcd14dca14216ea11e19ebe667020c024b1bbaec94341572edf97dea81a0f38,15200,text/markdown,KitLuy Edge Sync Protocol,kitluy-edge-sync-protocol-v1.0.0.md,1.0.0,,,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-event-schema-compatibility-policy-v1.0.0.md,kitluy-event-schema-compatibility-policy-v1.0.0.md,4ec07bfd4cab9678522313bbd0b709b46fdcf3a3c391819837da5f8e2fa91a2d,9597,text/markdown,KitLuy Event Schema Compatibility Policy,kitluy-event-schema-compatibility-policy-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-file-service-phase1-spec-v1.0.0.md,kitluy-file-service-phase1-spec-v1.0.0.md,16afd7cc01e5efaacea1dbf348ccac25c10bc422bb0c85ff694788875346a5c3,38981,text/markdown,KitLuy File Service — Phase 1 Shared-Service Specification,kitluy-file-service-phase1-spec-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,,
docs/source/inbox/kitluy-finance-subledger-and-reconciliation-v1.0.0.md,kitluy-finance-subledger-and-reconciliation-v1.0.0.md,5e44333e2bec44c19c29fd564b5142a31566ae5bc14d468dda0683dc209094bb,36320,text/markdown,KitLuy Finance Subledger and Reconciliation Rules,kitluy-finance-subledger-and-reconciliation-v1.0.0.md,1.0.0,,,,,
docs/source/inbox/kitluy-glossary-and-naming-standard-v1.0.0.md,kitluy-glossary-and-naming-standard-v1.0.0.md,bc9c786f40e8a4d495031e17e9bb16a41334dec82e8f06caf5d837de20a83c67,19269,text/markdown,KitLuy Glossary and Naming Standard,kitluy-glossary-and-naming-standard-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,CANONICAL TERMINOLOGY STANDARD,,
docs/source/inbox/kitluy-hardware-compatibility-matrix-phase1-v1.0.0.md,kitluy-hardware-compatibility-matrix-phase1-v1.0.0.md,1b5bbd467110ea350582d328601c96db32c0ef3c5360cfbdfdcd028af43f0fb0,14582,text/markdown,KitLuy Hardware Compatibility Matrix — Phase 1 Laundry,kitluy-hardware-compatibility-matrix-phase1-v1.0.0.md,1.0.0,,,Certification baseline and test contract; not proof that HET certification tests have passed,,
docs/source/inbox/kitluy-implementation-status-and-evidence-register-v1.0.0.md,kitluy-implementation-status-and-evidence-register-v1.0.0.md,815bbfc36fa5b1d3f8b5317cf246b85bd833a295e38364c05071e40f54c784e4,13297,text/markdown,KitLuy Implementation Status and Evidence Register,kitluy-implementation-status-and-evidence-register-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,CANONICAL IMPLEMENTATION-EVIDENCE CONTROL,,
docs/source/inbox/kitluy-integration-hub-phase1-spec-v1.0.0.md,kitluy-integration-hub-phase1-spec-v1.0.0.md,9cd4344d858ccaf5a775919ed017493b021c0879245954e56478526ac2bfb9f1,38998,text/markdown,KitLuy Integration Hub — Phase 1 Shared-Service Specification,kitluy-integration-hub-phase1-spec-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,,
docs/source/inbox/kitluy-inventory-movement-and-cost-rules-v1.0.0.md,kitluy-inventory-movement-and-cost-rules-v1.0.0.md,b9652d45bbb6944765bef0d21db3af05a6afaf844d07d0c72815732147f9b562,38540,text/markdown,KitLuy Inventory Movement and Cost Rules,kitluy-inventory-movement-and-cost-rules-v1.0.0.md,1.0.0,,,,,
docs/source/inbox/kitluy-khmer-english-content-style-guide-v1.0.0.md,kitluy-khmer-english-content-style-guide-v1.0.0.md,7667a2c7d2cd38a680c7700bb4360116d48ccf63d6f97a61eb0e09fb99820c1f,7610,text/markdown,KitLuy Khmer-English Content Style Guide,kitluy-khmer-english-content-style-guide-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target standard; not implementation evidence,,
docs/source/inbox/kitluy-kiosk-self-checkout-client-route-screen-inventory-v1.0.0.md,kitluy-kiosk-self-checkout-client-route-screen-inventory-v1.0.0.md,6b9ab6fe9fb63f4c3a1f007fbea354b95460a7d50151d625835e5b94dd970368,16029,text/markdown,KitLuy Kiosk and Self-Checkout Client Route and Screen Inventory,kitluy-kiosk-self-checkout-client-route-screen-inventory-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Preliminary phase-gated route contract; not an approved detailed product specification,,
docs/source/inbox/kitluy-laundry-state-machines-v1.0.0.md,kitluy-laundry-state-machines-v1.0.0.md,2f9053768cdb69725ce4a43eb12b467080d1eedf3016c3357fedf1bfeabd3eb8,34088,text/markdown,KitLuy Laundry State Machines,kitluy-laundry-state-machines-v1.0.0.md,1.0.0,,,,,
docs/source/inbox/kitluy-localization-key-registry-v1.0.0.md,kitluy-localization-key-registry-v1.0.0.md,782912c3e7ea40fd61ec996daa6e30ef4435e7fcb51878717bb4cf6b2be8d703,9260,text/markdown,KitLuy Localization Key Registry,kitluy-localization-key-registry-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target standard; not implementation evidence,,
docs/source/inbox/kitluy-management-api-v1.0.0.md,kitluy-management-api-v1.0.0.md,d758886e9e32c66d90726a09bdd6b566741787d5170cc4e6dbdb94819c0056d2,33563,text/markdown,KitLuy Management API — Canonical Contract,kitluy-management-api-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Owner-requested canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-mcp-server-phase1-spec-v1.0.0.md,kitluy-mcp-server-phase1-spec-v1.0.0.md,a419006597dd9540483bbd013c450bbb14c77832716223a0463ccfa8b88a916f,36016,text/markdown,KitLuy MCP Server — Phase 1 Shared-Service Specification,kitluy-mcp-server-phase1-spec-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,,
docs/source/inbox/kitluy-notification-service-phase1-spec-v1.0.0.md,kitluy-notification-service-phase1-spec-v1.0.0.md,1a918bd9d0bbe33e9f27a143de5a387b5547a4415e2f7f292ebef2bb60dd71ee,38794,text/markdown,KitLuy Notification Service — Phase 1 Shared-Service Specification,kitluy-notification-service-phase1-spec-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,,
docs/source/inbox/kitluy-offline-idempotency-and-sequencing-v1.0.0.md,kitluy-offline-idempotency-and-sequencing-v1.0.0.md,2d3aa864b4f5ba243a3536e686f19e87d2f8e76105c14d82b03cdf4e9484133d,12806,text/markdown,KitLuy Offline Idempotency and Sequencing,kitluy-offline-idempotency-and-sequencing-v1.0.0.md,1.0.0,,,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-open-decisions-and-required-values-v1.0.0.md,kitluy-open-decisions-and-required-values-v1.0.0.md,ec7a4b1e30046dbbf1eb2d5ce04e3a1a20d243fa1c123832af4c8652fb0b88f8,2247623,text/markdown,KitLuy Open Decisions and Required Values Register,kitluy-open-decisions-and-required-values-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,CANONICAL OPEN-VALUE REGISTER,,
docs/source/inbox/kitluy-outbox-and-event-delivery-pattern-v1.0.0.md,kitluy-outbox-and-event-delivery-pattern-v1.0.0.md,89d8410538ca4e1797537375cf3a117762608e2717075abadb32bc658426b351,13501,text/markdown,KitLuy Outbox and Event Delivery Pattern,kitluy-outbox-and-event-delivery-pattern-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-partner-app-route-screen-inventory-v1.0.0.md,kitluy-partner-app-route-screen-inventory-v1.0.0.md,3f14d3f9a9ece433da275796578ce31b51b5283d6be8c8f14d2749467d9d8031,27293,text/markdown,KitLuy Partner App Route and Screen Inventory,kitluy-partner-app-route-screen-inventory-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,,
docs/source/inbox/kitluy-partner-pwa-portal-route-screen-inventory-v1.0.0.md,kitluy-partner-pwa-portal-route-screen-inventory-v1.0.0.md,e26843a6a37af93a17e44bc670375eba4f5d9a5816c14420881e7153d224ed02,81624,text/markdown,KitLuy Partner PWA Portal Route and Screen Inventory,kitluy-partner-pwa-portal-route-screen-inventory-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,,
docs/source/inbox/kitluy-payment-refund-and-void-rules-v1.0.0.md,kitluy-payment-refund-and-void-rules-v1.0.0.md,97b2ce03ac51f3d7eae310e53f3a1240ecf15ab64df09678b1e4ba4ae92291f1,38607,text/markdown,"KitLuy Payment, Refund and Void Rules",kitluy-payment-refund-and-void-rules-v1.0.0.md,1.0.0,,,,,
docs/source/inbox/kitluy-pos-desktop-app-route-screen-inventory-v1.0.0.md,kitluy-pos-desktop-app-route-screen-inventory-v1.0.0.md,5cb236b1640b6f90a5b8f4ed933f7b5bb4df1da09bb17d6b07a304fe91178bf8,22815,text/markdown,KitLuy POS Desktop App Route and Screen Inventory,kitluy-pos-desktop-app-route-screen-inventory-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,,
docs/source/inbox/kitluy-pos-mobile-app-route-screen-inventory-v1.0.0.md,kitluy-pos-mobile-app-route-screen-inventory-v1.0.0.md,f2609ef165c90b8c3b14fc29e27e8ca773ac158ec3d38f7f900a48a8f5ceaf61,38423,text/markdown,KitLuy POS Mobile App Route and Screen Inventory,kitluy-pos-mobile-app-route-screen-inventory-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,,
docs/source/inbox/kitluy-pricing-discount-tax-and-rounding-rules-v1.0.0.md,kitluy-pricing-discount-tax-and-rounding-rules-v1.0.0.md,9f517ab38d29d5ba936b00e741d57842414ce9b51accd3e4443fe4c198fd073a,36294,text/markdown,"KitLuy Pricing, Discount, Tax and Rounding Rules",kitluy-pricing-discount-tax-and-rounding-rules-v1.0.0.md,1.0.0,,,,,
docs/source/inbox/kitluy-rag-indexer-phase1-spec-v1.0.0.md,kitluy-rag-indexer-phase1-spec-v1.0.0.md,ceb058b739a72ce9fd2bc820449e9f5f284ef849fe106074cce0e1b4230510d7,36866,text/markdown,KitLuy RAG Indexer — Phase 1 Shared-Service Specification,kitluy-rag-indexer-phase1-spec-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,,
docs/source/inbox/kitluy-replay-and-reconciliation-runbook-v1.0.0.md,kitluy-replay-and-reconciliation-runbook-v1.0.0.md,6307ad0ae78b8d7a202841ef4778ac5eab8db8c5ec91af6c0aed5919c3953ea8,13729,text/markdown,KitLuy Replay and Reconciliation Runbook,kitluy-replay-and-reconciliation-runbook-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-reporting-and-export-service-phase1-spec-v1.0.0.md,kitluy-reporting-and-export-service-phase1-spec-v1.0.0.md,7348008da496a400a762f197b1efc2c2e7447cd78c027254f8a3e7fa60ca8a97,37267,text/markdown,KitLuy Reporting and Export Service — Phase 1 Shared-Service Specification,kitluy-reporting-and-export-service-phase1-spec-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,,
docs/source/inbox/kitluy-resource-scope-model-v1.0.0.md,kitluy-resource-scope-model-v1.0.0.md,094be7d3e544a9aa3d62708002e992ed53222d18b4f9f97bd74933edd7f35dee,14327,text/markdown,KitLuy Resource Scope Model,kitluy-resource-scope-model-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-responsive-layout-standard-v1.0.0.md,kitluy-responsive-layout-standard-v1.0.0.md,4314d142d081cccbf38cefaaac93e767e004981764574d67c413170f0cf3db31,6375,text/markdown,KitLuy Responsive Layout Standard,kitluy-responsive-layout-standard-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target standard; not implementation evidence,,
docs/source/inbox/kitluy-restaurant-guest-display-order-and-pay-route-screen-inventory-v1.0.0.md,kitluy-restaurant-guest-display-order-and-pay-route-screen-inventory-v1.0.0.md,f969975a3c951a23f2793b55b5b904b3a199d3351c6421b72f8bbc4e14ba0a43,17719,text/markdown,KitLuy Restaurant Guest Display and Order-and-Pay Route and Screen Inventory,kitluy-restaurant-guest-display-order-and-pay-route-screen-inventory-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Preliminary phase-gated route contract; not an approved detailed product specification,,
docs/source/inbox/kitluy-restaurant-kds-client-route-screen-inventory-v1.0.0.md,kitluy-restaurant-kds-client-route-screen-inventory-v1.0.0.md,1d53505dceea40028c12a84ea1b89d1b0ee62ca44cda7a23e5326b6409c4ad70,18115,text/markdown,KitLuy Restaurant KDS Client Route and Screen Inventory,kitluy-restaurant-kds-client-route-screen-inventory-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Preliminary phase-gated route contract; not an approved detailed product specification,,
docs/source/inbox/kitluy-secrets-and-key-management-policy-v1.0.0.md,kitluy-secrets-and-key-management-policy-v1.0.0.md,fcd581b77379e1512f78dbdb4861777264eb4f803d0504ec31df9d407f499f36,11267,text/markdown,KitLuy Secrets and Key Management Policy,kitluy-secrets-and-key-management-policy-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-security-test-plan-phase1-v1.0.0.md,kitluy-security-test-plan-phase1-v1.0.0.md,02acd1602b6588e3f0ff92ac317cb0b8348a9d3d6f0a09e1d9b7200986fcaa11,25578,text/markdown,KitLuy Phase 1 Security Test Plan,kitluy-security-test-plan-phase1-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
